source_text,translated_text
A régua medidora é totalmente fora de escala. Não tem a menor utilidade. A distância entre o 50cm e o 150 cm é de 90 cm e não de um metro!,量尺完全超出刻度。這沒有任何用處。 50cm和150cm之間的距離是90cm而不是一公尺！
Fiz uma ótima compra,我買了一筆很棒的東西
Chegou no tempo previsto.,它準時到達。
Loja nota 10!!!,店鋪評分10分！ ！ ！
O produto é falsificado. Não veio com manual e nem com certificado de garantia da Orient.,該產品是假冒產品。它沒有附帶東方的手冊或保固證書。
Gosto muito de comprar nessa loja.,我真的很喜歡在這家商店購物。
"Entrega foi bem antes do prazo estipulado, produto atendeu a expectativa, super recomendo.",交貨早於規定的截止日期，產品符合預期，我強烈推薦。
"Produto entregue nao só dentro do prazo e sim muito antes do esperado por mim, e produto embalado de forma excelente!",產品不僅準時交付，而且比我預期的要早得多，而且產品包裝精美！
ja passou o prazo de entrega e ainda nao recebi o pedido,交貨期限已過，但我仍未收到訂單
"entrega rápida e produto de boa qualidade, recomendo",我推薦快速交貨和優質產品
Muito bom super recomendo,非常好，我強烈推薦它
"Excelente, recebi corretamente o produto.",太好了，我正確收到了產品。
"Tudo perfeito, prazo exato e produto de acordo com minha expectativa",一切都很完美，準確的截止日期和產品符合我的期望
"Loja eficiente,entrega correta e antes do prazo.",高效率的商店，正確且準時的交貨。
"Produto de boa qualidade , entrega rápida, infelizmente não foi bem embalado e chegou com um produto quebrado !",產品品質好，交貨快，不幸的是包裝不好，到達時產品已損壞！
"Uma das partes veio com um amaçado que dificultou a montagem. Mas Recomendo o produto, pelo valor a qualidade me deixou satisfeito.",其中一個零件有一個凹痕，使組裝變得困難。但我推薦該產品，價格、品質都讓我滿意。
ADORIE TUDO MUITO BOM,非常喜歡這一切
Produto chegou no prazo certo e tudo conforme combinado. Satisfeito com a compra.,產品準時到達，一切都按約定進行。對購買感到滿意。
"Produto atendeu perfeitamente minhas expectativas. Entregue no prazo, como sempre. Parabens Lojas lannister",產品完全符合我的期望。一如既往地準時交付。恭喜蘭尼斯特商店
"A primeira entrega foi parar no vizinho, a segunda que estava prevista para o dia 19, até agora não recebi.",第一批貨到了隔壁，第二批是19號，到現在還沒收到。
Ótimo custo x beneficio,物超所值
Nunca resebir um produto tão rapido eu min asustei foi o mais rapido que eu resebir .só pode ter side um presente do papai noel porque isto nunca aconteceu comigo.muito obrigado,我從來沒有這麼快收到過產品，我很害怕，這是我收到的最快的。這只能是聖誕老人的禮物，因為這從來沒有發生在我身上。非常感謝。
As parceiras do stark estão dentro do padrão stark. Perfeitas.,Stark 的合作夥伴符合 Stark 標準。完美的。
"Recebi bem antes do prazo, adorei o produto!",我在截止日期前收到了它，我喜歡這個產品！
"produto bom ,entrega no prazo combinado",好的產品，在約定的時間內交貨
"O produto foi entregue em 4 dias, o fornecedor inspira a minha confiança eu o recomendo.",產品在4天內交付，供應商激發了我的信心，我推薦它。
Produto entregue antes do prazo combinado. Não é a primeira vez que compro pelo site Lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.,產品在約定的截止日期之前交付。這不是我第一次透過 Lojas Lannister 網站購買產品，我推薦這家公司是因為它對待客戶的認真態度。
Super recomendo... perfeita!,我強烈推薦它...完美！
"O quadro é bem bonito, só parecia maior",畫得很漂亮，但看起來更大了
"Adorei os pendentes. São lindos, bem acabados, de boa qualidade. Super Recomendo!",我喜歡這些吊墜。它們很漂亮，做工精良，品質優良。我強烈推薦它！
O produto não foi entregue conforme o anúncio. Foi entregue um produto diferente e de menor qualidade. Aguardando contato da loja para esclarecimentos do ocorrido e orientações para a troca.,該產品未依廣告交付。交付了不同且品質較低的產品。等待商店聯繫以澄清發生的情況以及更換說明。
Comprei duas luminárias e só veio uma.,我買了兩盞燈，但只到了一盞。
Ainda não recebi o produto nem nenhuma orientação sobre o que fazer da loja,我仍然沒有收到產品或從商店收到任何操作指南
"Produto exatamente como esperado, entrega super rápida.",產品與預期完全一致，交貨速度超快。
"Excelente produto, cumpriu exatamente o que prometeu. Recomendo à todos.",優秀的產品，完全兌現了它的承諾。我推薦給大家。
Produto correto e entregue no prazo conforme acordado. Eu recomendo.,正確的產品並按照約定按時交付。我推薦。
Não recebi o produto no prazo previsto,我沒有在預期的時間內收到產品
"O produto chegou antes do prazo, mas não veio o produto que eu comprei",產品提前到達，但我購買的產品沒有到達
Recebi parte da compra. Fsltou a saia matelasada. E não recebi nenhuma informação sobre essa pendência. Aguardo instruções sobre como proceder.,我收到了部分購買的商品。絎縫裙子不見了。我沒有收到有關此待決問題的任何資訊。我正在等待有關如何進行的指示。
Só foi dado como indisponível muito tempo depois da compra e eu deixei de comprar com outra na promoção também mais perdi acreditando que ja estava a caminho,它只是在購買後很長一段時間才被報告為缺貨，並且在促銷期間我不再與另一件一起購買，但我相信它已經在路上了，所以把它弄丟了。
Meses depois e ainda não recebi,幾個月過去了，我仍然沒有收到它
"Recebi o produto e recomendo. comprei 03 relógios e eles atendem minha necessidade, perém um deles veio trincado.",我收到了產品並推薦它。我買了03隻手錶，符合我的需求，但是其中一隻壞了。
Muito corretos e de confiança!,非常正確，值得信賴！
"Não recomendo e nem compraria de novo nesse site, pois quando coloquei na minha cesta tava um preço e passou uns dias e fui fechar a compra o mesmo estava com 20,00 de diferença a menos!",我不推薦它，也不會再從這個網站購買它，因為當我把它放入購物籃時，就有價格了，幾天過去了，我去結束購買，結果少了 20 美元！
tava uma cor no site e o produto veio outra . Mas ele veio em perfeito estado,網站上有一種顏色，而產品有另一種顏色。但它完好無損
Produro chegou super rápido !!!,產品到達超快！
"Pedido chegou no prazo, produto de acordo com o anunciado.",訂單準時到達，產品如廣告所示。
Não tenho como opinar ainda não recebi o produto.,我還沒有收到產品，無法發表意見。
"Comprei cobre leito king de piquet e fou entregue um adamascado, não é o publicado. Tentei falar e não consegui, mandei email para ouvidoria, mais não tive retorno, guardei a foto do divulgado.",我買了一張大珠地床罩，收到的是錦緞床罩，這不是發布的。我試圖說話但無法說話，我給監察員發了一封電子郵件，但沒有得到回复，我保留了發布的照片​​。
Pedir skate masculino veio feminino,訂購男溜冰鞋到女溜冰鞋
"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca.",當我安裝墨盒時，我的印表機顯示墨盒已空，並顯示錯誤訊息“！”在油漆水平標記的頂部。我已經要求換貨了。
Não foi o que eu esperava o produto e baixa qualidade,該產品不是我所期望的且品質低劣
Loja nota 1000 recomendo,店注1000我推薦
Os quatro tapetes vieram rasgados. Espero que troquem.,四塊地毯都破了。我希望他們能改變它。
meu produto vei quebrado a tampa na parte de trais,我的產品背面的蓋子破損
"Mais de vinte três (23) dias que comprei um produto e ele não chega, passou até mesma a previsão.",自從我購買產品以來已經二十三 (23) 天多了，但它還沒有到達，甚至超出了預測。
Poderia ter recebido o produto na loja a 50 metros de minha residência.,我可以在距離我家50公尺的商店裡收到產品。
O cartucho não é original fiz o cancelamento e estou aguardando a devolução do valor o cartucho não funciona.,墨盒不是原裝的，我取消了它，正在等待退款，墨盒不起作用。
O produto comprado foi Mbp-662 o fornecido foi MPB33S,購買的產品是Mbp-662，供應的產品是MPB33S
"Produto chegou rapidamente. Blend é um pouco caro mas realmente funciona, to no segundo frasco e percebo bons resultados. Minha barba nunca foi falha, mas agora cresce mais rapidamente e grossamente.",產品很快就到了。 Blend 有點貴，但確實有效，我已經使用了第二瓶，看到了很好的結果。我的鬍子從來都不是稀疏的，現在卻長得更快、更濃密了。
Carregador com defeito e a loja se recusa a efetuar a troca.,充電器有缺陷，商店拒絕更換。
Meu produto não foi entregue até o momento!,我的產品還沒出貨！
Entrega rapida e produto de otima qualidade,快速的交貨和優質的產品
melhor loja amei o relogio de mais.,最好的商店我非常喜歡這款手錶。
Entregue no prazo. Bem embalado. Muito bom!,準時交貨。包裝得很好。非常好！
"Faz pouca coisa .
O produto e bom !","作用不大。
產品很好！"
"Boa tarde
Coloquei o cartão de memória no celular porém ele não está funcionando
Preciso devolver e quero outro no lugar","午安
我把記憶卡插到手機裡了但是不能用
我需要退回它並想要另一個東西來代替它"
Bolsa mais bonita do que a foto. Material de couro legítimo.,包包比照片漂亮。真皮材質。
Paguei pelo produto e não recebi.,我支付了產品費用但沒有收到。
Ooo,哦哦
"Parabéns a encomenda chegou antes do previsto , obrigado pela atenção,,",恭喜您，訂單比預期提前到達，感謝您的關注，，
Infelizmente o produto não chegou dentro do prazo estabelecido.,不幸的是，產品沒有在規定的期限內到達。
Produto de péssima qualidade ! Nao parece nada com a foto do produto no site ! Vou devolver !,產品品質差！它看起來一點也不像網站上的產品照片！我會退貨的！
O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!,產品到達時有缺陷！我希望交換的時間不會太長，因為它是作為禮物購買的！
Bom dia. Apesar da greve do correio o produto chegou certo. Obrigado,早安.儘管發生了郵政罷工，產品仍然正確到達。謝謝
"Comprei a película para celular e não recebi. Houve problema com o pacote no meio do caminho, abri reclamação no correio, no site da lannister, e nada foi feito para resolver, não tive nenhum retorno",我買了手機貼膜但沒有收到。包裹中途出現問題，我在郵局、蘭尼斯特網站上進行了投訴，但沒有採取任何措施來解決它，我沒有收到任何回复
